"Notes"	"Occurrence State"	"Occurrence State Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Illinois"	"17"	"Jul., 2020"	"2020/07"	236	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2020"	"2020/08"	242	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2020"	"2020/09"	225	Not Applicable	Not Applicable
	"Illinois"	"17"	"Oct., 2020"	"2020/10"	178	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nov., 2020"	"2020/11"	239	Not Applicable	Not Applicable
	"Illinois"	"17"	"Dec., 2020"	"2020/12"	214	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2021"	"2021/01"	187	Not Applicable	Not Applicable
	"Illinois"	"17"	"Feb., 2021"	"2021/02"	180	Not Applicable	Not Applicable
	"Illinois"	"17"	"Mar., 2021"	"2021/03"	259	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	278	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	253	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2021"	"2021/06"	257	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2021"	"2021/07"	298	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2021"	"2021/08"	258	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2021"	"2021/09"	240	Not Applicable	Not Applicable
	"Illinois"	"17"	"Oct., 2021"	"2021/10"	254	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nov., 2021"	"2021/11"	278	Not Applicable	Not Applicable
	"Illinois"	"17"	"Dec., 2021"	"2021/12"	269	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2022 (provisional)"	"2022/01"	299	Not Applicable	Not Applicable
	"Illinois"	"17"	"Feb., 2022 (provisional)"	"2022/02"	236	Not Applicable	Not Applicable
	"Illinois"	"17"	"Mar., 2022 (provisional)"	"2022/03"	262	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2022 (provisional)"	"2022/04"	247	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2022 (provisional)"	"2022/05"	253	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2022 (provisional)"	"2022/06"	245	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2022 (provisional)"	"2022/07"	239	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2022 (provisional)"	"2022/08"	272	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2022 (provisional)"	"2022/09"	254	Not Applicable	Not Applicable
	"Illinois"	"17"	"Oct., 2022 (provisional)"	"2022/10"	255	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nov., 2022 (provisional)"	"2022/11"	298	Not Applicable	Not Applicable
	"Illinois"	"17"	"Dec., 2022 (provisional)"	"2022/12"	277	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2023 (provisional)"	"2023/01"	237	Not Applicable	Not Applicable
	"Illinois"	"17"	"Feb., 2023 (provisional)"	"2023/02"	244	Not Applicable	Not Applicable
	"Illinois"	"17"	"Mar., 2023 (provisional)"	"2023/03"	224	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jan., 2018"	"2018/01"	79	Not Applicable	Not Applicable
	"Indiana"	"18"	"Feb., 2018"	"2018/02"	75	Not Applicable	Not Applicable
	"Indiana"	"18"	"Mar., 2018"	"2018/03"	95	Not Applicable	Not Applicable
	"Indiana"	"18"	"Apr., 2018"	"2018/04"	94	Not Applicable	Not Applicable
	"Indiana"	"18"	"May, 2018"	"2018/05"	68	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jun., 2018"	"2018/06"	97	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jul., 2018"	"2018/07"	89	Not Applicable	Not Applicable
	"Indiana"	"18"	"Aug., 2018"	"2018/08"	88	Not Applicable	Not Applicable
	"Indiana"	"18"	"Sep., 2018"	"2018/09"	72	Not Applicable	Not Applicable
	"Indiana"	"18"	"Oct., 2018"	"2018/10"	94	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nov., 2018"	"2018/11"	78	Not Applicable	Not Applicable
	"Indiana"	"18"	"Dec., 2018"	"2018/12"	82	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jan., 2019"	"2019/01"	71	Not Applicable	Not Applicable
	"Indiana"	"18"	"Feb., 2019"	"2019/02"	74	Not Applicable	Not Applicable
	"Indiana"	"18"	"Mar., 2019"	"2019/03"	115	Not Applicable	Not Applicable
	"Indiana"	"18"	"Apr., 2019"	"2019/04"	83	Not Applicable	Not Applicable
	"Indiana"	"18"	"May, 2019"	"2019/05"	93	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jun., 2019"	"2019/06"	93	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jul., 2019"	"2019/07"	121	Not Applicable	Not Applicable
	"Indiana"	"18"	"Aug., 2019"	"2019/08"	107	Not Applicable	Not Applicable
	"Indiana"	"18"	"Sep., 2019"	"2019/09"	104	Not Applicable	Not Applicable
	"Indiana"	"18"	"Oct., 2019"	"2019/10"	121	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nov., 2019"	"2019/11"	105	Not Applicable	Not Applicable
	"Indiana"	"18"	"Dec., 2019"	"2019/12"	102	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jan., 2020"	"2020/01"	126	Not Applicable	Not Applicable
	"Indiana"	"18"	"Feb., 2020"	"2020/02"	108	Not Applicable	Not Applicable
	"Indiana"	"18"	"Mar., 2020"	"2020/03"	123	Not Applicable	Not Applicable
	"Indiana"	"18"	"Apr., 2020"	"2020/04"	160	Not Applicable	Not Applicable
	"Indiana"	"18"	"May, 2020"	"2020/05"	207	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jun., 2020"	"2020/06"	163	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jul., 2020"	"2020/07"	159	Not Applicable	Not Applicable
	"Indiana"	"18"	"Aug., 2020"	"2020/08"	131	Not Applicable	Not Applicable
	"Indiana"	"18"	"Sep., 2020"	"2020/09"	147	Not Applicable	Not Applicable
	"Indiana"	"18"	"Oct., 2020"	"2020/10"	163	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nov., 2020"	"2020/11"	131	Not Applicable	Not Applicable
	"Indiana"	"18"	"Dec., 2020"	"2020/12"	156	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jan., 2021"	"2021/01"	160	Not Applicable	Not Applicable
	"Indiana"	"18"	"Feb., 2021"	"2021/02"	142	Not Applicable	Not Applicable
	"Indiana"	"18"	"Mar., 2021"	"2021/03"	192	Not Applicable	Not Applicable
	"Indiana"	"18"	"Apr., 2021"	"2021/04"	203	Not Applicable	Not Applicable
	"Indiana"	"18"	"May, 2021"	"2021/05"	188	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jun., 2021"	"2021/06"	159	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jul., 2021"	"2021/07"	171	Not Applicable	Not Applicable
	"Indiana"	"18"	"Aug., 2021"	"2021/08"	186	Not Applicable	Not Applicable
	"Indiana"	"18"	"Sep., 2021"	"2021/09"	199	Not Applicable	Not Applicable
	"Indiana"	"18"	"Oct., 2021"	"2021/10"	168	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nov., 2021"	"2021/11"	192	Not Applicable	Not Applicable
	"Indiana"	"18"	"Dec., 2021"	"2021/12"	170	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jan., 2022 (provisional)"	"2022/01"	177	Not Applicable	Not Applicable
	"Indiana"	"18"	"Feb., 2022 (provisional)"	"2022/02"	201	Not Applicable	Not Applicable
	"Indiana"	"18"	"Mar., 2022 (provisional)"	"2022/03"	168	Not Applicable	Not Applicable
	"Indiana"	"18"	"Apr., 2022 (provisional)"	"2022/04"	143	Not Applicable	Not Applicable
	"Indiana"	"18"	"May, 2022 (provisional)"	"2022/05"	149	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jun., 2022 (provisional)"	"2022/06"	156	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jul., 2022 (provisional)"	"2022/07"	193	Not Applicable	Not Applicable
	"Indiana"	"18"	"Aug., 2022 (provisional)"	"2022/08"	185	Not Applicable	Not Applicable
	"Indiana"	"18"	"Sep., 2022 (provisional)"	"2022/09"	150	Not Applicable	Not Applicable
	"Indiana"	"18"	"Oct., 2022 (provisional)"	"2022/10"	186	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nov., 2022 (provisional)"	"2022/11"	148	Not Applicable	Not Applicable
	"Indiana"	"18"	"Dec., 2022 (provisional)"	"2022/12"	167	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jan., 2023 (provisional)"	"2023/01"	152	Not Applicable	Not Applicable
	"Indiana"	"18"	"Feb., 2023 (provisional)"	"2023/02"	138	Not Applicable	Not Applicable
	"Indiana"	"18"	"Mar., 2023 (provisional)"	"2023/03"	113	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jan., 2018"	"2018/01"	15	Not Applicable	Not Applicable
	"Iowa"	"19"	"Feb., 2018"	"2018/02"	13	Not Applicable	Not Applicable
	"Iowa"	"19"	"Mar., 2018"	"2018/03"	10	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jun., 2018"	"2018/06"	12	Not Applicable	Not Applicable
	"Iowa"	"19"	"Aug., 2018"	"2018/08"	11	Not Applicable	Not Applicable
	"Iowa"	"19"	"Sep., 2018"	"2018/09"	17	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nov., 2018"	"2018/11"	10	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jan., 2019"	"2019/01"	14	Not Applicable	Not Applicable
	"Iowa"	"19"	"Mar., 2019"	"2019/03"	10	Not Applicable	Not Applicable
	"Iowa"	"19"	"Apr., 2019"	"2019/04"	12	Not Applicable	Not Applicable
	"Iowa"	"19"	"May, 2019"	"2019/05"	11	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jun., 2019"	"2019/06"	11	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jul., 2019"	"2019/07"	11	Not Applicable	Not Applicable
	"Iowa"	"19"	"Aug., 2019"	"2019/08"	11	Not Applicable	Not Applicable
	"Iowa"	"19"	"Sep., 2019"	"2019/09"	19	Not Applicable	Not Applicable
	"Iowa"	"19"	"Oct., 2019"	"2019/10"	13	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nov., 2019"	"2019/11"	13	Not Applicable	Not Applicable
	"Iowa"	"19"	"Dec., 2019"	"2019/12"	15	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jan., 2020"	"2020/01"	11	Not Applicable	Not Applicable
	"Iowa"	"19"	"Feb., 2020"	"2020/02"	21	Not Applicable	Not Applicable
	"Iowa"	"19"	"Mar., 2020"	"2020/03"	13	Not Applicable	Not Applicable
	"Iowa"	"19"	"Apr., 2020"	"2020/04"	22	Not Applicable	Not Applicable
	"Iowa"	"19"	"May, 2020"	"2020/05"	21	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jun., 2020"	"2020/06"	17	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jul., 2020"	"2020/07"	12	Not Applicable	Not Applicable
	"Iowa"	"19"	"Sep., 2020"	"2020/09"	24	Not Applicable	Not Applicable
	"Iowa"	"19"	"Oct., 2020"	"2020/10"	23	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nov., 2020"	"2020/11"	18	Not Applicable	Not Applicable
	"Iowa"	"19"	"Dec., 2020"	"2020/12"	13	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jan., 2021"	"2021/01"	17	Not Applicable	Not Applicable
	"Iowa"	"19"	"Feb., 2021"	"2021/02"	14	Not Applicable	Not Applicable
	"Iowa"	"19"	"Mar., 2021"	"2021/03"	22	Not Applicable	Not Applicable
	"Iowa"	"19"	"Apr., 2021"	"2021/04"	21	Not Applicable	Not Applicable
	"Iowa"	"19"	"May, 2021"	"2021/05"	27	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jun., 2021"	"2021/06"	23	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jul., 2021"	"2021/07"	24	Not Applicable	Not Applicable
	"Iowa"	"19"	"Aug., 2021"	"2021/08"	23	Not Applicable	Not Applicable
	"Iowa"	"19"	"Sep., 2021"	"2021/09"	18	Not Applicable	Not Applicable
	"Iowa"	"19"	"Oct., 2021"	"2021/10"	15	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nov., 2021"	"2021/11"	12	Not Applicable	Not Applicable
	"Iowa"	"19"	"Dec., 2021"	"2021/12"	32	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jan., 2022 (provisional)"	"2022/01"	21	Not Applicable	Not Applicable
	"Iowa"	"19"	"Feb., 2022 (provisional)"	"2022/02"	22	Not Applicable	Not Applicable
	"Iowa"	"19"	"Mar., 2022 (provisional)"	"2022/03"	26	Not Applicable	Not Applicable
	"Iowa"	"19"	"Apr., 2022 (provisional)"	"2022/04"	18	Not Applicable	Not Applicable
	"Iowa"	"19"	"May, 2022 (provisional)"	"2022/05"	18	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jun., 2022 (provisional)"	"2022/06"	18	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jul., 2022 (provisional)"	"2022/07"	17	Not Applicable	Not Applicable
	"Iowa"	"19"	"Aug., 2022 (provisional)"	"2022/08"	21	Not Applicable	Not Applicable
	"Iowa"	"19"	"Sep., 2022 (provisional)"	"2022/09"	11	Not Applicable	Not Applicable
	"Iowa"	"19"	"Oct., 2022 (provisional)"	"2022/10"	27	Not Applicable	Not Applicable
	"Iowa"	"19"	"Nov., 2022 (provisional)"	"2022/11"	24	Not Applicable	Not Applicable
	"Iowa"	"19"	"Dec., 2022 (provisional)"	"2022/12"	10	Not Applicable	Not Applicable
	"Iowa"	"19"	"Jan., 2023 (provisional)"	"2023/01"	23	Not Applicable	Not Applicable
	"Iowa"	"19"	"Feb., 2023 (provisional)"	"2023/02"	12	Not Applicable	Not Applicable
	"Iowa"	"19"	"Mar., 2023 (provisional)"	"2023/03"	15	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2018"	"2018/01"	10	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2018"	"2018/02"	10	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2018"	"2018/04"	11	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2018"	"2018/06"	17	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2018"	"2018/07"	14	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2018"	"2018/09"	10	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2018"	"2018/10"	13	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2018"	"2018/11"	10	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2018"	"2018/12"	11	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2019"	"2019/01"	11	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2019"	"2019/02"	14	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2019"	"2019/03"	14	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2019"	"2019/04"	14	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2019"	"2019/05"	13	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2019"	"2019/06"	14	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2019"	"2019/07"	10	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2019"	"2019/08"	13	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2019"	"2019/09"	14	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2019"	"2019/11"	18	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2019"	"2019/12"	11	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2020"	"2020/01"	26	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2020"	"2020/02"	16	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2020"	"2020/03"	17	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2020"	"2020/04"	14	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2020"	"2020/05"	25	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2020"	"2020/06"	19	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2020"	"2020/07"	23	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2020"	"2020/08"	13	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2020"	"2020/09"	16	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2020"	"2020/10"	20	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2020"	"2020/11"	15	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2020"	"2020/12"	37	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2021"	"2021/01"	29	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2021"	"2021/02"	32	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2021"	"2021/03"	40	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2021"	"2021/04"	37	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2021"	"2021/05"	28	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2021"	"2021/06"	28	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2021"	"2021/07"	45	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2021"	"2021/08"	53	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2021"	"2021/09"	43	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2021"	"2021/10"	29	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2021"	"2021/11"	27	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2021"	"2021/12"	28	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2022 (provisional)"	"2022/01"	34	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2022 (provisional)"	"2022/02"	38	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2022 (provisional)"	"2022/03"	43	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2022 (provisional)"	"2022/04"	44	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2022 (provisional)"	"2022/05"	40	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2022 (provisional)"	"2022/06"	40	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2022 (provisional)"	"2022/07"	38	Not Applicable	Not Applicable
	"Kansas"	"20"	"Aug., 2022 (provisional)"	"2022/08"	41	Not Applicable	Not Applicable
	"Kansas"	"20"	"Sep., 2022 (provisional)"	"2022/09"	45	Not Applicable	Not Applicable
	"Kansas"	"20"	"Oct., 2022 (provisional)"	"2022/10"	37	Not Applicable	Not Applicable
	"Kansas"	"20"	"Nov., 2022 (provisional)"	"2022/11"	47	Not Applicable	Not Applicable
	"Kansas"	"20"	"Dec., 2022 (provisional)"	"2022/12"	48	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jan., 2023 (provisional)"	"2023/01"	41	Not Applicable	Not Applicable
	"Kansas"	"20"	"Feb., 2023 (provisional)"	"2023/02"	36	Not Applicable	Not Applicable
	"Kansas"	"20"	"Mar., 2023 (provisional)"	"2023/03"	38	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jan., 2018"	"2018/01"	81	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Feb., 2018"	"2018/02"	87	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Mar., 2018"	"2018/03"	79	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Apr., 2018"	"2018/04"	87	Not Applicable	Not Applicable
	"Kentucky"	"21"	"May, 2018"	"2018/05"	66	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jun., 2018"	"2018/06"	77	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jul., 2018"	"2018/07"	79	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Aug., 2018"	"2018/08"	91	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Sep., 2018"	"2018/09"	69	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Oct., 2018"	"2018/10"	80	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Nov., 2018"	"2018/11"	81	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Dec., 2018"	"2018/12"	63	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jan., 2019"	"2019/01"	77	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Feb., 2019"	"2019/02"	72	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Mar., 2019"	"2019/03"	91	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Apr., 2019"	"2019/04"	90	Not Applicable	Not Applicable
	"Kentucky"	"21"	"May, 2019"	"2019/05"	78	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jun., 2019"	"2019/06"	75	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jul., 2019"	"2019/07"	80	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Aug., 2019"	"2019/08"	66	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Sep., 2019"	"2019/09"	69	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Oct., 2019"	"2019/10"	93	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Nov., 2019"	"2019/11"	86	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Dec., 2019"	"2019/12"	106	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jan., 2020"	"2020/01"	90	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Feb., 2020"	"2020/02"	103	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Mar., 2020"	"2020/03"	121	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Apr., 2020"	"2020/04"	138	Not Applicable	Not Applicable
	"Kentucky"	"21"	"May, 2020"	"2020/05"	217	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jun., 2020"	"2020/06"	134	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jul., 2020"	"2020/07"	154	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Aug., 2020"	"2020/08"	129	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Sep., 2020"	"2020/09"	142	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Oct., 2020"	"2020/10"	134	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Nov., 2020"	"2020/11"	135	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Dec., 2020"	"2020/12"	157	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jan., 2021"	"2021/01"	157	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Feb., 2021"	"2021/02"	136	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Mar., 2021"	"2021/03"	160	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Apr., 2021"	"2021/04"	175	Not Applicable	Not Applicable
	"Kentucky"	"21"	"May, 2021"	"2021/05"	159	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jun., 2021"	"2021/06"	148	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jul., 2021"	"2021/07"	152	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Aug., 2021"	"2021/08"	170	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Sep., 2021"	"2021/09"	164	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Oct., 2021"	"2021/10"	142	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Nov., 2021"	"2021/11"	146	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Dec., 2021"	"2021/12"	146	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jan., 2022 (provisional)"	"2022/01"	125	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Feb., 2022 (provisional)"	"2022/02"	142	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Mar., 2022 (provisional)"	"2022/03"	139	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Apr., 2022 (provisional)"	"2022/04"	146	Not Applicable	Not Applicable
	"Kentucky"	"21"	"May, 2022 (provisional)"	"2022/05"	140	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jun., 2022 (provisional)"	"2022/06"	164	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jul., 2022 (provisional)"	"2022/07"	146	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Aug., 2022 (provisional)"	"2022/08"	151	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Sep., 2022 (provisional)"	"2022/09"	127	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Oct., 2022 (provisional)"	"2022/10"	160	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Nov., 2022 (provisional)"	"2022/11"	169	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Dec., 2022 (provisional)"	"2022/12"	132	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Jan., 2023 (provisional)"	"2023/01"	147	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Feb., 2023 (provisional)"	"2023/02"	150	Not Applicable	Not Applicable
	"Kentucky"	"21"	"Mar., 2023 (provisional)"	"2023/03"	120	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jan., 2018"	"2018/01"	45	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Feb., 2018"	"2018/02"	35	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Mar., 2018"	"2018/03"	47	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Apr., 2018"	"2018/04"	37	Not Applicable	Not Applicable
	"Louisiana"	"22"	"May, 2018"	"2018/05"	28	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jun., 2018"	"2018/06"	34	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jul., 2018"	"2018/07"	31	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Aug., 2018"	"2018/08"	28	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Sep., 2018"	"2018/09"	35	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Oct., 2018"	"2018/10"	27	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Nov., 2018"	"2018/11"	36	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Dec., 2018"	"2018/12"	41	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jan., 2019"	"2019/01"	32	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Feb., 2019"	"2019/02"	32	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Mar., 2019"	"2019/03"	30	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Apr., 2019"	"2019/04"	35	Not Applicable	Not Applicable
	"Louisiana"	"22"	"May, 2019"	"2019/05"	46	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jun., 2019"	"2019/06"	32	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Jul., 2019"	"2019/07"	33	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Aug., 2019"	"2019/08"	55	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Sep., 2019"	"2019/09"	44	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Oct., 2019"	"2019/10"	67	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Nov., 2019"	"2019/11"	64	Not Applicable	Not Applicable
	"Louisiana"	"22"	"Dec., 2019"	"2019/12"	56	Not Applicable	Not Applicable
