D_R,statefp,countyfp,tractce,blkgrpce,geoid,namelsad,mtfcc,funcstat,aland,awater,intptlat,intptlon,SqMile_BG,GeoIdN,logrecno,geoid_1,b02001_001,b02001_002,b02001_003,b02001_005,b02001_006,b02006_002,b03001_001,b03001_002,b03002_003,b03002_004,b03002_012,b03002_014,b03002_013,b01001_002,Male_un17,b01001_026,Fem_un17,Under17,PropMove,b99072_001,b99072_007,PerPoverty,b17017_002,b17017_001,PerFemHead,b11003_016,b11003_001,PerUnemplo,b23025_005,b23025_003,PerAssist,b22010_002,b22010_001,b16002_001,b16002_004,b16002_010,SpanSpeakP,AsianSpeak,WhitePerc,BlackPerc,HispPerc,AsianPerc
 ,48,113,011500,4,481130115004,Block Group 4,G5030,S,13997952,837187,+32.7347662,-096.7268403,5.72658315624,481130115004,13266,481130115004,789,478,307,0,0, , , ,32,307,450,0,446,349,180,440,153,333,.0889175257732,776,707,.402597402597,93,231,.285714285714,44,154,.140625,36,256,.316017316017,73,231,231,30,0,0,0,.0405576679341,.389100126743,.565272496831,0
 ,48,113,011601,3,481130116013,Block Group 3,G5030,S,5065163,149613,+32.7048154,-096.7163225,2.01299656647,481130116013,13269,481130116013,1062,262,800,0,0, , , ,35,800,227,0,227,451,144,611,157,301,.241346153846,1040,789,.294797687861,102,346,.393501805054,109,277,.261282660333,110,421,.404624277457,140,346,346,0,0,0,0,.0329566854991,.75329566855,.213747645951,0
 ,48,113,012209,2,481130122092,Block Group 2,G5030,S,629923,0,+32.8070132,-096.7122508,.243157113867,481130122092,13313,481130122092,1601,521,382,0,0, , , ,104,364,1133,18,417,727,257,874,366,623,.263057324841,1570,1157,.362132352941,197,544,.238605898123,89,373,.0809102402023,64,791,.279411764706,152,544,544,160,0,0,0,.0649594003748,.238600874453,.260462211118,0
 ,48,113,015700,2,481130157002,Block Group 2,G5030,S,788235,0,+32.7509543,-096.9745954,.304270520429,481130157002,13728,481130157002,1571,1124,107,0,4, , , ,198,107,1262,0,926,804,329,767,297,626,.20166987797,1557,1243,.326203208556,122,374,.117469879518,39,332,.0578512396694,35,605,.288770053476,108,374,374,101,0,0,0,.126034373011,.0681094844048,.589433481859,0
 ,48,113,015800,2,481130158002,Block Group 2,G5030,S,729860,0,+32.7554346,-096.9572104,.281737160937,481130158002,13730,481130158002,1504,1214,0,0,0, , , ,326,0,1166,0,888,765,195,739,278,473,.174867021277,1504,1241,.226012793177,106,469,.186440677966,66,354,.0566860465116,39,688,.10447761194,49,469,469,113,0,0,0,.216755319149,0,.590425531915,0
 ,48,113,015900,1,481130159001,Block Group 1,G5030,S,298879,0,+32.7430776,-096.9910049,.1153727502,481130159001,13731,481130159001,1134,873,68,0,0, , , ,232,68,826,0,641,660,257,474,81,338,.144620811287,1134,970,.136075949367,43,316,.0418410041841,10,239,.179276315789,109,608,.303797468354,96,316,316,59,0,0,0,.204585537919,.0599647266314,.565255731922,0
 ,48,113,000202,2,481130002022,Block Group 2,G5030,S,727266,30513,+32.8370288,-096.7665850,.292510527496,481130002022,12687,481130002022,1164,1112,0,20,0, , , ,993,0,119,0,119,541,117,623,75,192,.16563876652,1135,947,.00836120401338,5,598,.131086142322,35,267,.0150812064965,13,862,0,0,598,598,0,0,0,0,.853092783505,0,.102233676976,0
 ,48,113,019302,4,481130193024,Block Group 4,G5030,S,705454,0,+32.8415130,-096.7836646,.272310710561,481130193024,14302,481130193024,2233,1856,137,111,0, , , ,1710,118,214,19,146,933,19,1300,29,48,.513210927004,2233,1087,.566666666667,68,120,.538461538462,7,13,.112085769981,115,1026,0,0,120,120,0,0,0,0,.7657859382,.0613524406628,.0653828929691,0
 ,48,113,001002,2,481130010022,Block Group 2,G5030,S,524947,0,+32.8139059,-096.7735710,.202634529,481130010022,12741,481130010022,1218,988,64,32,0, , , ,733,9,421,55,255,584,91,634,101,192,.332512315271,1218,813,.0709090909091,39,550,.0224215246637,5,223,.0452380952381,38,840,.0309090909091,17,550,550,41,0,0,0,.601806239737,.0525451559934,.209359605911,0
 ,48,113,004600,2,481130046002,Block Group 2,G5030,S,308400,0,+32.7474514,-096.8474145,.119047299095,481130046002,12848,481130046002,555,516,33,0,0, , , ,304,33,218,0,212,350,60,205,13,73,.213358070501,539,424,.0180995475113,4,221,.0310559006211,5,161,.0280373831776,12,428,0,0,221,221,6,0,0,0,.547747747748,.0594594594595,.381981981982,0
 ,48,113,019018,2,481130190182,Block Group 2,G5030,S,328942,0,+32.9282849,-096.7152909,.12697276664,481130190182,14172,481130190182,1044,777,106,154,0, , , ,736,106,41,0,41,673,196,371,39,235,.144268774704,1012,866,.18904109589,69,365,0,0,230,.119298245614,68,570,.131506849315,48,365,365,0,29,0,0,.704980842912,.10153256705,.0392720306513,0
 ,48,121,021634,2,481210216342,Block Group 2,G5030,S,263538,0,+33.0073600,-096.8501933,.10172621749,481210216342,14647,481210216342,2571,1450,913,75,0, , , ,684,913,855,0,766,1267,217,1304,329,546,.434748427673,2544,1438,.313455657492,410,1308,.436077057793,249,571,.100849858357,178,1765,.0359327217125,47,1308,1308,279,0,0,0,.266044340723,.355114741346,.297938545313,0
 ,48,121,021634,1,481210216341,Block Group 1,G5030,S,497927,0,+33.0078714,-096.8544096,.192202236138,481210216341,14646,481210216341,1303,735,408,120,0, , , ,583,408,183,0,152,363,37,940,92,129,.365310821182,1303,827,.133239831697,95,713,.252604166667,97,384,.184158415842,186,1010,.0561009817672,40,713,713,0,0,0,0,.447429009977,.313123561013,.116653875672,0
 ,48,121,021632,1,481210216321,Block Group 1,G5030,S,1202299,0,+33.0175078,-096.8623187,.464091913996,481210216321,14639,481210216321,1136,1052,0,75,0, , , ,920,0,141,0,132,588,147,548,40,187,.138204225352,1136,979,.038202247191,17,445,.0178571428571,7,392,.0517799352751,32,618,.0359550561798,16,445,445,9,0,0,0,.80985915493,0,.116197183099,0
 ,48,121,021635,3,481210216353,Block Group 3,G5030,S,494652,0,+33.0022652,-096.8478537,.190936951197,481210216353,14651,481210216353,704,351,260,93,0, , , ,297,260,54,0,54,347,44,357,86,130,.197991391679,697,559,.0718085106383,27,376,.2375,38,160,.0240384615385,10,416,.101063829787,38,376,376,0,0,0,0,.421875,.369318181818,.0767045454545,0
 ,48,121,021635,1,481210216351,Block Group 1,G5030,S,274199,0,+32.9982279,-096.8497420,.10584217424,481210216351,14649,481210216351,1468,671,528,27,0, , , ,422,528,249,0,249,645,250,823,183,433,.166666666667,1446,1205,.212518195051,146,687,.246753246753,95,385,.0247747747748,22,888,.138282387191,95,687,687,51,0,0,0,.287465940054,.359673024523,.16961852861,0
 ,48,121,021637,1,481210216371,Block Group 1,G5030,S,439790,0,+32.9931825,-096.8642886,.169760405769,481210216371,14657,481210216371,1668,1079,283,245,0, , , ,526,283,597,0,553,960,206,708,115,321,.238981998759,1611,1226,.183291770574,147,802,.077399380805,25,323,.179104477612,192,1072,.069825436409,56,802,802,77,33,0,0,.315347721823,.169664268585,.331534772182,0
 ,48,121,021638,2,481210216382,Block Group 2,G5030,S,658805,0,+32.9922911,-096.8705053,.254302137183,481210216382,14661,481210216382,2268,1637,207,170,0, , , ,1081,207,772,0,556,1171,226,1097,203,429,.191798941799,2268,1833,.0250723240116,26,1037,.0767754318618,40,521,.0115176151762,17,1476,.0684667309547,71,1037,1037,18,17,0,0,.476631393298,.0912698412698,.245149911817,0
 ,48,121,021637,2,481210216372,Block Group 2,G5030,S,782595,0,+32.9924034,-096.8586428,.302084641711,481210216372,14658,481210216372,1044,515,210,144,0, , , ,452,210,208,0,63,374,55,670,153,208,.361951219512,1025,654,0,0,358,.211221122112,64,303,.0254691689008,19,746,0,0,358,358,0,30,0,0,.432950191571,.201149425287,.0603448275862,0
 ,48,121,021616,2,481210216162,Block Group 2,G5030,S,620443,0,+33.0069880,-096.8669913,.239493666449,481210216162,14605,481210216162,1412,983,79,58,0, , , ,826,79,411,0,157,786,199,626,85,284,.0728051391863,1401,1299,.0327868852459,16,488,.0443037974684,14,316,.0578602620087,53,916,.0594262295082,29,488,488,22,18,0,0,.584985835694,.0559490084986,.1111898017,0
 ,48,121,021616,3,481210216163,Block Group 3,G5030,S,373092,0,+33.0038583,-096.8616225,.14401483114,481210216163,14606,481210216163,988,395,296,234,0, , , ,380,296,50,0,15,313,61,675,123,184,.295546558704,988,696,.210204081633,103,490,.282392026578,85,301,.0717423133236,49,683,.0714285714286,35,490,490,7,0,0,0,.384615384615,.2995951417,.0151821862348,0
 ,48,121,021636,3,481210216363,Block Group 3,G5030,S,166709,0,+32.9902989,-096.8490668,.0643503780513,481210216363,14654,481210216363,1840,894,669,192,0, , , ,551,669,368,0,343,854,144,986,55,199,.417082640044,1803,1051,.277243589744,346,1248,.33746898263,136,403,.0308285163776,48,1557,.0512820512821,64,1248,1248,16,51,0,0,.299456521739,.363586956522,.186413043478,0
 ,48,121,021636,5,481210216365,Block Group 5,G5030,S,105166,0,+32.9948215,-096.8487293,.0405947808858,481210216365,14656,481210216365,776,593,137,15,0, , , ,495,137,112,0,98,335,36,441,0,36,.181701030928,776,635,.024531024531,17,693,0,0,48,.0914127423823,66,722,0,0,693,693,0,0,0,0,.637886597938,.176546391753,.126288659794,0
 ,48,121,021636,4,481210216364,Block Group 4,G5030,S,456178,0,+32.9927288,-096.8526571,.17608622522,481210216364,14655,481210216364,1838,1011,687,140,0, , , ,959,687,52,0,52,741,105,1097,267,372,.232861806311,1838,1410,.111111111111,85,765,.134570765661,58,431,.030162412993,39,1293,0,0,765,765,0,0,0,0,.521762785637,.373775843308,.0282916213275,0
 ,48,121,021636,2,481210216362,Block Group 2,G5030,S,162834,0,+32.9949389,-096.8457047,.0628543985573,481210216362,14653,481210216362,1559,752,670,0,0, , , ,296,670,501,0,456,871,151,688,183,334,.417575368826,1559,908,.018648018648,16,858,.173913043478,52,299,.0517073170732,53,1025,.025641025641,22,858,858,0,0,0,0,.189865298268,.429762668377,.292495189224,0
 ,48,121,021632,2,481210216322,Block Group 2,G5030,S,434851,0,+33.0189310,-096.8683167,.167853611428,481210216322,14640,481210216322,999,792,86,19,0, , , ,770,86,66,0,22,443,67,556,140,207,.133265513733,983,852,.0194444444444,7,360,.0333333333333,10,300,.0562310030395,37,658,.0277777777778,10,360,360,0,0,0,0,.770770770771,.0860860860861,.022022022022,0
 ,48,121,021638,1,481210216381,Block Group 1,G5030,S,342224,0,+32.9992088,-096.8683609,.132099314841,481210216381,14660,481210216381,1666,1086,419,61,0, , , ,451,419,658,0,635,838,312,828,225,537,.397959183673,1666,1003,.0957910014514,66,689,.121495327103,52,428,.0718894009217,78,1085,.10885341074,75,689,689,35,0,0,0,.270708283313,.25150060024,.381152460984,0
 ,48,121,021632,3,481210216323,Block Group 3,G5030,S,2132491,0,+33.0187228,-096.8504231,.823149099932,481210216323,14641,481210216323,1352,909,258,82,12, , , ,804,258,154,0,105,773,197,579,115,312,.225614296351,1343,1040,.266871165644,174,652,.0914634146341,30,328,.0438144329897,34,776,.110429447853,72,652,652,30,9,0,0,.594674556213,.190828402367,.0776627218935,0
 ,48,113,018501,1,481130185011,Block Group 1,G5030,S,7896163,0,+32.8892671,-096.6728813,3.0479734599,481130185011,14126,481130185011,2038,1115,116,59,0, , , ,475,109,1091,7,640,1147,429,891,296,725,.207622868606,1994,1580,.162745098039,83,510,.0235849056604,10,424,.0783898305085,74,944,.16862745098,86,510,510,37,0,0,0,.233071638862,.0569185475957,.314033366045,0
 ,48,121,021637,3,481210216373,Block Group 3,G5030,S,362141,0,+32.9995412,-096.8607134,.139788461464,481210216373,14659,481210216373,1679,1067,520,0,0, , , ,358,520,801,0,709,635,195,1044,350,545,.501530924679,1633,814,.203230148048,151,743,.454326923077,189,416,.0612840466926,63,1028,.250336473755,186,743,743,121,0,0,0,.213222156045,.309708159619,.422275163788,0
 ,48,113,000406,2,481130004062,Block Group 2,G5030,S,295648,0,+32.8297124,-096.8542004,.114122693075,481130004062,12702,481130004062,1059,713,3,0,0, , , ,11,3,1045,0,702,512,85,547,241,326,.0225933202358,1018,995,.497630331754,105,211,.588235294118,100,170,.153419593346,83,541,.232227488152,49,211,211,92,0,0,0,.0103871576959,.0028328611898,.662889518414,0
 ,48,113,000404,2,481130004042,Block Group 2,G5030,S,273750,0,+32.8195656,-096.8320751,.10567058248,481130004042,12696,481130004042,1576,689,18,353,0, , , ,256,18,921,0,433,829,78,747,249,327,.238805970149,1541,1173,.148214285714,83,560,0,0,243,.06,51,850,.0571428571429,32,560,560,74,37,0,0,.162436548223,.011421319797,.274746192893,0
 ,48,113,000404,3,481130004043,Block Group 3,G5030,S,269103,0,+32.8195362,-096.8254056,.103876983889,481130004043,12697,481130004043,925,807,48,16,0, , , ,637,48,217,0,170,685,0,240,0,0,.288648648649,925,658,.0580110497238,42,724,0,0,56,.0348993288591,26,745,0,0,724,724,0,0,0,0,.688648648649,.0518918918919,.183783783784,0
 ,48,113,000500,2,481130005002,Block Group 2,G5030,S,936186,0,+32.8034844,-096.8109306,.361377635063,481130005002,12707,481130005002,1194,1064,49,13,0, , , ,964,49,134,0,100,575,1,619,0,1,.309045226131,1194,825,.0767386091127,64,834,0,0,197,.0218390804598,19,870,.0179856115108,15,834,834,0,0,0,0,.807370184255,.0410385259631,.0837520938023,0
 ,48,113,000500,3,481130005003,Block Group 3,G5030,S,235280,0,+32.8083478,-096.8155565,.0908204838104,481130005003,12708,481130005003,1649,642,176,31,0, , , ,382,163,989,13,260,1067,135,582,29,164,.334748332323,1649,1097,.221729490022,200,902,.369565217391,51,138,.0401544401544,52,1295,.116407982262,105,902,902,171,0,0,0,.231655548817,.106731352335,.157671315949,0
 ,48,113,018127,2,481130181272,Block Group 2,G5030,S,756767,0,+32.8518404,-096.6404497,.292118021047,481130181272,14063,481130181272,1002,721,123,0,0, , , ,535,123,344,0,186,526,130,476,87,217,.0740740740741,999,925,.0365853658537,12,328,.0576131687243,14,243,.0335305719921,17,507,.109756097561,36,328,328,34,0,0,0,.533932135729,.122754491018,.185628742515,0
 ,48,113,000601,3,481130006013,Block Group 3,G5030,S,306279,0,+32.8263695,-096.8269978,.118226437858,481130006013,12712,481130006013,1919,808,44,0,0, , , ,258,44,1532,0,550,1110,433,809,288,721,.342886920271,1919,1261,.216110019646,110,509,.30376344086,113,372,.110072689512,106,963,.196463654224,100,509,509,111,0,0,0,.13444502345,.0229286086503,.286607608129,0
 ,48,113,000603,2,481130006032,Block Group 2,G5030,S,285391,0,+32.8209101,-096.8103308,.110165060278,481130006032,12716,481130006032,1125,1030,15,42,0, , , ,916,15,152,0,114,617,42,508,28,70,.350404312668,1113,723,.0167597765363,12,716,.171052631579,26,152,.014553014553,14,962,0,0,716,716,0,0,0,0,.814222222222,.0133333333333,.101333333333,0
 ,48,113,000603,3,481130006033,Block Group 3,G5030,S,343119,0,+32.8167961,-096.8143878,.132446988963,481130006033,12717,481130006033,615,599,0,16,0, , , ,572,0,27,0,27,352,25,263,0,25,.2,615,492,.041958041958,18,429,0,0,82,0,0,533,.041958041958,18,429,429,0,0,0,0,.930081300813,0,.0439024390244,0
 ,48,113,000605,1,481130006051,Block Group 1,G5030,S,270998,0,+32.8124410,-096.8094824,.104607377394,481130006051,12719,481130006051,993,542,85,53,0, , , ,417,74,217,11,125,559,0,434,24,24,.286002014099,993,709,.0895741556535,61,681,.0432098765432,7,162,.0291479820628,26,892,.0279001468429,19,681,681,0,0,0,0,.419939577039,.0855991943605,.125881168177,0
 ,48,113,000606,3,481130006063,Block Group 3,G5030,S,194943,0,+32.8116689,-096.8022564,.0752492207672,481130006063,12723,481130006063,578,510,9,18,0, , , ,510,9,22,0,0,288,0,290,0,0,.0519031141869,578,548,0,0,408,0,0,135,.0757575757576,25,330,0,0,408,408,0,0,0,0,.882352941176,.0155709342561,0,0
 ,48,113,000605,2,481130006052,Block Group 2,G5030,S,266904,0,+32.8084933,-096.8048168,.103027530987,481130006052,12720,481130006052,1257,993,48,101,0, , , ,919,17,187,31,74,577,33,680,12,45,.296738265712,1257,884,.0834248079034,76,911,.0544217687075,8,147,.0453563714903,42,926,.0109769484083,10,911,911,30,0,0,0,.731105807478,.0381861575179,.0588703261734,0
 ,48,113,000701,1,481130007011,Block Group 1,G5030,S,272576,0,+32.8127509,-096.7966519,.105217091894,481130007011,12724,481130007011,1952,1545,64,259,0, , , ,1448,64,181,0,97,832,30,1120,79,109,.335040983607,1952,1298,.0578078078078,77,1332,.0909090909091,31,341,.0225747406955,37,1639,.0105105105105,14,1332,1332,14,0,0,0,.741803278689,.0327868852459,.0496926229508,0
 ,48,113,000701,2,481130007012,Block Group 2,G5030,S,613855,0,+32.8097788,-096.7949049,.236954453875,481130007012,12725,481130007012,2607,2183,216,153,0, , , ,1953,216,269,0,230,1343,44,1264,84,128,.484218629715,2598,1340,.0785463071512,134,1706,.189964157706,53,279,0,0,2211,0,0,1706,1706,0,0,0,0,.74913693901,.0828538550058,.0882240122746,0
 ,48,113,000702,1,481130007021,Block Group 1,G5030,S,357427,0,+32.8265470,-096.7858152,.137970962889,481130007021,12726,481130007021,1578,1084,0,163,0, , , ,1022,0,296,0,62,823,82,755,36,118,.515842839037,1578,764,.0823529411765,84,1020,0,0,174,.0313272877164,38,1213,.0696078431373,71,1020,1020,20,0,0,0,.647655259823,0,.0392902408112,0
 ,48,113,000702,2,481130007022,Block Group 2,G5030,S,273061,0,+32.8210513,-096.7905152,.105404725779,481130007022,12727,481130007022,665,665,0,0,0, , , ,583,0,82,0,82,310,0,355,0,0,.278195488722,665,480,.0910815939279,48,527,0,0,53,.0569395017794,32,562,.0265654648956,14,527,527,0,0,0,0,.876691729323,0,.123308270677,0
 ,48,113,000702,3,481130007023,Block Group 3,G5030,S,200328,0,+32.8172340,-096.7930720,.0773285814905,481130007023,12728,481130007023,547,420,0,43,0, , , ,412,0,8,0,8,354,57,193,0,57,.181632653061,490,401,.0316091954023,11,348,0,0,132,.0390804597701,17,435,0,0,348,348,0,0,0,0,.753199268739,0,.0146252285192,0
 ,48,113,013607,3,481130136073,Block Group 3,G5030,S,520711,0,+32.9536543,-096.7824805,.200997355769,481130136073,13414,481130136073,1050,1050,0,0,0, , , ,1045,0,5,0,5,483,157,567,108,265,.270483711747,1013,739,.0203488372093,7,344,0,0,294,.0715630885122,38,531,0,0,344,344,0,0,0,0,.995238095238,0,.0047619047619,0
 ,48,113,013804,3,481130138043,Block Group 3,G5030,S,600391,0,+32.9228160,-096.8502177,.231753959987,481130138043,13503,481130138043,1283,1067,44,26,0, , , ,599,20,590,24,468,630,215,653,119,334,.189448441247,1251,1014,.08984375,46,512,.080229226361,28,349,.0266875981162,17,637,.0703125,36,512,512,0,26,0,0,.46687451286,.0342946219797,.364770070148,0
 ,48,085,031712,4,480850317124,Block Group 4,G5030,S,439476,4684,+33.0142220,-096.8365915,.171449113929,480850317124,12399,480850317124,2148,763,386,332,0, , , ,763,386,429,0,0,839,122,1309,393,515,.510242972844,2099,1028,.0257425742574,26,1010,.310397553517,203,654,.0251322751323,38,1512,.0207920792079,21,1010,1010,0,38,0,0,.3552141527,.179702048417,0,0
 ,48,085,031713,2,480850317132,Block Group 2,G5030,S,158288,0,+33.0054106,-096.8268574,.0610998806873,480850317132,12401,480850317132,913,493,247,16,24, , , ,493,247,97,0,0,380,36,533,15,51,.203351955307,895,713,.0341246290801,23,674,.157407407407,17,108,.103448275862,75,725,0,0,674,674,19,0,0,0,.539978094195,.270536692223,0,0
 ,48,085,031713,1,480850317131,Block Group 1,G5030,S,267123,0,+33.0010037,-096.8272804,.103110948113,480850317131,12400,480850317131,1214,240,355,0,0, , , ,203,355,534,0,37,477,138,737,198,336,.288006756757,1184,843,.210852713178,136,645,.464285714286,130,280,.0708762886598,55,776,.0713178294574,46,645,645,38,0,0,0,.167215815486,.292421746293,.0304777594728,0
 ,48,113,014001,3,481130140013,Block Group 3,G5030,S,762997,0,+32.9208651,-096.8934369,.294521032851,481130140013,13518,481130140013,629,468,0,124,0, , , ,216,0,289,0,252,389,109,240,31,140,.325914149444,629,424,.105,21,200,0,0,146,.0759162303665,29,382,.07,14,200,200,0,0,0,0,.343402225755,0,.400635930048,0
 ,48,113,014001,2,481130140012,Block Group 2,G5030,S,427389,0,+32.9209509,-096.8846069,.16497392333,481130140012,13517,481130140012,1885,1488,42,158,0, , , ,948,42,730,0,540,800,229,1085,447,676,.165667574932,1835,1531,.237659963437,130,547,.0282051282051,11,390,.334161490683,269,805,.104204753199,57,547,547,11,9,0,0,.502917771883,.0222811671088,.286472148541,0
 ,48,113,000601,4,481130006014,Block Group 4,G5030,S,183204,0,+32.8241239,-096.8235421,.0707189465756,481130006014,12713,481130006014,1919,660,247,38,0, , , ,173,247,1425,0,487,1012,412,907,331,743,.393923240938,1876,1137,.358565737052,270,753,.431884057971,149,345,0,0,775,.254980079681,192,753,753,187,0,0,0,.0901511203752,.128712871287,.25377800938,0
 ,48,113,006301,1,481130063011,Block Group 1,G5030,S,374445,0,+32.7152660,-096.8439153,.144542114457,481130063011,12911,481130063011,1135,795,33,0,0, , , ,64,33,1017,0,731,586,79,549,155,234,.0422907488987,1135,1087,.131756756757,39,296,.178743961353,37,207,.21164021164,160,756,.402027027027,119,296,296,49,0,0,0,.0563876651982,.0290748898678,.644052863436,0
 ,48,113,011401,1,481130114011,Block Group 1,G5030,S,2662845,4001,+32.6830086,-096.7582105,1.02945460049,481130114011,13260,481130114011,1783,187,1570,0,0, , , ,56,1570,133,0,131,784,245,999,255,500,.227170236753,1774,1371,.437704918033,267,610,.386167146974,134,347,.294332723949,161,547,.462295081967,282,610,610,24,0,0,0,.0314077397644,.880538418396,.073471676949,0
 ,48,085,031711,2,480850317112,Block Group 2,G5030,S,668776,17694,+33.0019965,-096.8339495,.264980954501,480850317112,12395,480850317112,1634,1095,126,231,0, , , ,1042,126,62,0,53,743,189,891,98,287,.210689869484,1609,1270,.0187734668335,15,799,.121546961326,44,362,.0552721088435,65,1176,.0275344180225,22,799,799,29,10,0,0,.637698898409,.0771113831089,.0324357405141,0
 ,48,113,005600,2,481130056002,Block Group 2,G5030,S,492955,0,+32.7103476,-096.8187702,.190289098121,481130056002,12883,481130056002,1755,1111,226,0,0, , , ,0,170,1585,56,1111,899,343,856,341,684,.031339031339,1755,1700,.163101604278,61,374,.144927536232,50,345,.0818553888131,60,733,.18449197861,69,374,374,120,0,0,0,0,.128774928775,.633048433048,0
 ,48,113,009104,1,481130091041,Block Group 1,G5030,S,606778,0,+32.7452063,-096.6960624,.234225833334,481130091041,13115,481130091041,2109,1538,313,0,0, , , ,100,313,1696,0,1438,994,312,1115,372,684,.0331545587518,2051,1983,.280487804878,138,492,.0335731414868,14,417,.211912943872,185,873,.288617886179,142,492,492,5,0,0,0,.0474158368895,.148411569464,.681839734471,0
 ,48,113,001502,4,481130015024,Block Group 4,G5030,S,154518,0,+32.7925602,-096.7647032,.0596464318855,481130015024,12768,481130015024,962,684,128,0,0, , , ,130,128,690,0,554,518,88,444,164,252,.31914893617,940,640,.240687679083,84,349,.101910828025,16,157,.02722323049,15,551,.243553008596,85,349,349,105,0,0,0,.135135135135,.133056133056,.575883575884,0
 ,48,113,007825,5,481130078255,Block Group 5,G5030,S,74561,0,+32.8934061,-096.7271936,.0287812496623,481130078255,13023,481130078255,354,31,60,0,0, , , ,31,60,263,0,0,196,36,158,72,108,.242937853107,354,268,.544217687075,80,147,.343137254902,35,102,.066985645933,14,209,.578231292517,85,147,147,0,0,0,0,.0875706214689,.169491525424,0,0
 ,48,113,013009,3,481130130093,Block Group 3,G5030,S,662723,0,+32.8824463,-096.7134995,.255815994209,481130130093,13377,481130130093,1532,1029,461,0,0, , , ,809,461,258,0,220,654,237,878,215,452,.0663983903421,1491,1392,.140776699029,87,618,.211401425178,89,421,.0249687890137,20,801,.119741100324,74,618,618,26,0,0,0,.528067885117,.30091383812,.143603133159,0
 ,48,113,018505,2,481130185052,Block Group 2,G5030,S,145857,0,+32.9075579,-096.7104904,.0563014137391,481130185052,14133,481130185052,1090,725,256,0,0, , , ,8,256,816,0,717,474,210,616,279,489,.147706422018,1090,929,.17445482866,56,321,.387755102041,95,245,.0378787878788,15,396,.367601246106,118,321,321,60,0,0,0,.00733944954128,.234862385321,.657798165138,0
 ,48,113,013609,3,481130136093,Block Group 3,G5030,S,571866,0,+32.9429278,-096.7735810,.220742995359,481130136093,13420,481130136093,1442,916,83,28,0, , , ,795,83,503,0,121,779,231,663,234,465,.108603667137,1418,1264,.190721649485,74,388,.03125,10,320,.189959294437,140,737,.170103092784,66,388,388,22,9,0,0,.551317614424,.0575589459085,.0839112343967,0
 ,48,113,016408,2,481130164082,Block Group 2,G5030,S,482418,0,+32.6962029,-096.9987850,.186222567431,481130164082,13767,481130164082,1137,564,213,0,0, , , ,275,194,651,19,289,510,141,627,128,269,.094107299912,1137,1030,.0456989247312,17,372,.151612903226,47,310,.0948012232416,62,654,.126344086022,47,372,372,58,0,0,0,.241864555849,.187335092348,.25417766051,0
 ,48,113,001800,1,481130018001,Block Group 1,G5030,S,148505,0,+32.8055285,-096.8008534,.0573244264922,481130018001,12784,481130018001,1006,795,37,0,0, , , ,725,14,267,23,70,547,13,459,0,13,.390656063618,1006,613,.0382585751979,29,758,0,0,67,.0165094339623,14,848,.0593667546174,45,758,758,41,0,0,0,.720675944334,.0367793240557,.0695825049702,0
 ,48,113,000404,1,481130004041,Block Group 1,G5030,S,252351,0,+32.8221609,-096.8301656,.097409907067,481130004041,12695,481130004041,621,334,0,0,0, , , ,133,0,488,0,201,307,50,314,122,172,.323481116585,609,412,.183962264151,39,212,.0490196078431,5,102,.0521172638436,16,307,.0707547169811,15,212,212,0,0,0,0,.214170692432,0,.323671497585,0
 ,48,113,004600,1,481130046001,Block Group 1,G5030,S,404552,143,+32.7472642,-096.8409851,.156217401182,481130046001,12847,481130046001,996,796,113,10,0, , , ,397,113,476,0,399,587,39,409,75,114,.127918781726,985,859,.255952380952,129,504,.0897435897436,14,156,.0289389067524,18,622,.15873015873,80,504,504,47,0,0,0,.39859437751,.113453815261,.400602409639,0
 ,48,113,013621,1,481130136211,Block Group 1,G5030,S,438989,0,+32.9646110,-096.8075124,.169451969884,481130136211,13444,481130136211,1206,745,90,0,0, , , ,745,90,280,0,0,326,11,880,67,78,.287728026534,1206,859,.151207115629,119,787,.258196721311,63,244,.18253968254,138,756,.12833545108,101,787,787,13,0,0,0,.617744610282,.0746268656716,0,0
 ,48,113,013617,1,481130136171,Block Group 1,G5030,S,735240,0,+32.9828228,-096.7898360,.283806175667,481130136171,13433,481130136171,1187,1131,2,54,0, , , ,1028,2,103,0,103,515,93,672,160,253,.126833477135,1159,1012,.107991360691,50,463,.17987804878,59,328,.00682128240109,5,733,0,0,463,463,0,0,0,0,.866048862679,.0016849199663,.0867733782645,0
 ,48,113,013617,3,481130136173,Block Group 3,G5030,S,469099,0,+32.9780481,-096.8022571,.181074543349,481130136173,13435,481130136173,1118,693,60,132,0, , , ,601,60,285,0,92,508,144,610,190,334,.100185528757,1078,970,.206165703276,107,519,.269461077844,90,334,.163157894737,93,570,.0732177263969,38,519,519,0,58,0,0,.537567084079,.0536672629696,.08228980322,0
 ,48,113,013618,1,481130136181,Block Group 1,G5030,S,907530,8682,+32.9825136,-096.7736081,.353661716841,481130136181,13436,481130136181,1394,1070,38,186,0, , , ,986,38,129,0,84,707,168,687,117,285,.220229555237,1394,1087,.108452950558,68,627,.109090909091,42,385,.0549065420561,47,856,.00956937799043,6,627,627,0,44,0,0,.707317073171,.0272596843615,.0602582496413,0
